ID,Conteúdo,Autor,Categoria,Subcategoria,Status,Tags,Última Sincronização,Excluir?
3528,"A portinhola de inspeção contraria a norma NM207, pois não fecha toda a abertura e não permite abertura pelo lado interna da caixa sem uso de chave. O funcionamento do elevador deve estar sujeito ao fechamento e travamento da porta, assegurado por dispositivo elétrico de segurança.
NM207 5.2.2.1 Portas de inspeção e emergência e portinholas de inspeção devem fechar toda a abertura. 
5.2.2.2.1 As portas e as portinholas devem ser providas de trava com chave permitindo o fechamento autônomo e fechar e travar sem o uso da chave. [...] As portas de inspeção e emergência devem poder ser abertas a partir do interior da caixa sem chave mesmo estando travadas.
[...] O funcionamento do elevador somente deve ser possível quando as portas previstas em 5.2.2.1.1 estiverem fechadas e travadas.",Rômulo,,Portas de Acesso e Janelas,ok,"portinhola de inspeção, abertura pelo lado interno sem a chave",08/07/2026,FALSE
3529,"A portinhola de inspeção instalada não atende à norma técnica. A portinhola não pode ser perfurada.
NM 16042 5.2.2.3 As portas de inspeção, de emergência e as portinholas de inspeção não podem ser perfuradas e devem satisfazer as mesmas condições de resistência mecânica que as portas de pavimento e atender aos regulamentos referidos com de proteção ao fogo para o edifício onde estão instaladas.",Rômulo,,Portas de Acesso e Janelas,ok,portinhola de inspeção não pode ser perfurada. 16042,08/07/2026,FALSE
3530,"A portinhola de inspeção instalada não atende à norma técnica. A portinhola não pode ser perfurada.
NM 207 5.2.2.3 As portas de inspeção, de emergência e as portinholas de inspeção não podem ser perfuradas e devem satisfazer as mesmas condições de resistência mecânica que as portas de pavimento e atender aos regulamentos referidos com de proteção ao fogo para o edifício onde estão instaladas.",Rômulo,,Portas de Acesso e Janelas,ok,a portinhola de inspeção não pode ser perfurada,08/07/2026,FALSE
3531,"O contato elétrico de confirmação de fechamento da porta foi constatado inoperante, colado por tinta. O contato é item de segurança obrigatório por norma. Compromete a segurança. Deve-se preceder à regularização.
5.2.2.2.2 O funcionamento do elevador somente deve ser possível quando as portas previstas em 5.2.2.1.1 estiverem fechadas e travadas. Este travamento deve ser assegurado por um dispositivo elétrico de segurança de acordo com 14.1.2.",Rômulo,,Portas de Acesso e Janelas,ok,contato elétrico da portinhola colado por tinta,08/07/2026,FALSE
3532,"Vista geral mostrando a caixa de corrida e a portinhola de inspeção no topo da caixa.
A portinhola dispõe de um contato elétrico para interrupção do funcionamento do elevador quando da abertura da portinhola, conforme norma técnica.
O contato elétrico foi constatado  inoperante com sua ponta travada na estrutura da portinhola. Necessita regularização.
Os dispositivos de segurança do elevador devem ser mantidos permanentemente em perfeitas condições de funcionamento.",Romulo,,Portas de Acesso e Janelas,ok,contato da portinhola inoperante,08/07/2026,FALSE
3533,"A caixa de corrida do elevador não possui abertura para saída de fumaça em caso de incêndio. Contraria a norma técnica. 
NBR 16042 5.2.3 Ventilação da caixa A caixa do elevador deve possuir abertura(s) que permita(m) a ventilação natural ou forçada com renovação de ar e em caso de incêndio, a saída de fumaça e de gases quentes para o ar livre. 5.2.3.1 Na parte superior da caixa do elevador devem existir: a) abertura(s) de ventilação com comunicação direta para o ar livre; ou b) ligação entre a caixa e o ar livre através de dutos não inflamáveis; ou c) abertura(s) que ligue(m) a caixa do elevador com a casa de polias. Neste caso, a casa de polias deve possuir abertura(s) para o ar livre.",Romulo,,Portas de Acesso e Janelas,ok,caixa de corrida (MRLS) sem abertura para saida de fumaça,08/07/2026,FALSE
4308,"Para modernização recomendamos a instalação de balaustrada (guarda corpo) na parte superior da cabine.
A falta de guarda corpo na parte superior da cabine, sujeitam à acidentes graves na atividade de manutenção.
Recomenda-se a instalação do guarda corpo sobre a cabina, item exigido por norma:

NM 207 8.12 Teto da cabina c) dispor de uma balaustrada quando o espaço livre no plano horizontal para além da extremidade do teto da cabina exceder 0,30 m. Esta balaustrada deve atender os seguintes requisitos: 1) no caso de caixas totalmente fechadas, a altura deve ser pelo menos de 0,70 m; no caso de caixas parcialmente fechadas a altura deve ser pelo menos 0,90 m; 2) ela deve consistir de pelo menos um corrimão, um rodapé de 0,10 m de altura e uma barra intermediária a meia altura;

",Romulo,,Modernização,revisar,"modernização, instalação de guarda corpo na cabine",14/07/2026,FALSE
3534,"Essa é a citação para aba de desvio? Ver com papai.
NM 207 5.4.3 Abaixo de cada soleira de porta de pavimento a parede da caixa deve atender os seguintes requisitos: a) ela deve formar uma superfície vertical que seja diretamente ligada à soleira da porta de pavimento e cuja altura seja no mínimo igual à metade da zona de destravamento mais 50 mm, e cuja largura seja pelo menos igual à abertura livre de acesso à cabina mais 25 mm em ambos os lados. b) a superfície deve ser contínua e ser composta de elementos lisos e duros, tais como, folha metálica, acabamentos duros ou material equivalente com relação ao atrito. Acabamentos em gesso são proibidos. Se for utilizado vidro na zona de destravamento, ele deve ser laminado de acordo com 8.3.2.1. c) quaisquer projeções não devem exceder 5 mm. Projeções excedendo 2 mm devem ser chanfradas com pelo menos 75o referido à horizontal. d) além disso, as paredes da caixa nesta região devem 1) ser conectadas ao dintel da próxima porta, ou 2) prolongar-se para baixo por meio de um chanfro duro e liso cujo ângulo com o plano horizontal seja no mínimo 60o. A projeção desse chanfro no plano horizontal não deve ser menor que 20 mm.",Romulo,,Portas de Acesso e Janelas,ok,aba de desvio,08/07/2026,FALSE
3535,"Os marcos da portinhola de inspeção é de material combustível. Contraria a norma.
NM 207 5.2.2.3 As portas de inspeção e de emergência e as portinholas de inspeção devem ser não perfuradas e satisfazer as mesmas condições de resistência mecânica que as portas de pavimento e atender os regulamentos relevantes de proteção ao fogo para o edifício onde estão instaladas.
NM 207 7 Portas de pavimento 7.2 Resistência de portas e suas armações 7.2.2 Comportamento sob condições de fogo 6) As portas de pavimento devem atender às exigências das normas ISO 834 e ISO 3008, com um mínimo de 30 minutos (F30).",Eliseu,,Portas de Acesso e Janelas,ok,"portinhola de madeira, combustível",08/07/2026,FALSE
3536,"Existe fechamento de madeira na caixa de corrida dos elevadores, material que se comporta como combustível em caso de incêndio. 
Contraria a norma. Necessita regularização.
NBR 7192 4.1.4.2 As caixas dos elevadores devem atender aos regulamentos locais, em vigor, sobre resistência ao fogo, e devem satisfazer aos seguintes requisitos mínimos:
a) as paredes devem ser constituídas de material incombustível;
b) seu fechamento deve, em caso de incêndio, manter sua resistência mecânica pelo período de tempo exigido pelos regulamentos locais, em vigor, sobre resistência ao fogo. O fechamento não deve ser constituído de materiais que possam tornar-se perigosos pela alta inflamabilidade ou pela natureza e quantidade de fumaça produzida.",Rômulo,,Portas de Acesso e Janelas,ok,Fechamento de madeira na caixa de corrida,08/07/2026,FALSE
3537,Existe abertura sob o painel de fechamento no topo da caixa de corrida. Os painéis de fechamento na caixa de corrida devem fechar completamente o vão no sentido da largura e da altura.,Eliseu,,Portas de Acesso e Janelas,ok,abertura no painel de fechamento,08/07/2026,FALSE
3538,"Existe acesso à parte interna superior da caixa de corrida sem fechamento, sem circuitos de proteção e segurança. Compromete a segurança, a Norma proíbe. Deve-se proceder à instalação de proteções.",Eliseu,,Portas de Acesso e Janelas,ok,acesso sem fechamento,08/07/2026,FALSE
3539,"Existe acesso sem fechamento à parte interno superior da caixa de corrida, sem circuitos de proteção e segurança. Compromete a segurança, a Norma proíbe.
NM207 5.2.2.2.1 As portas e as portinholas devem ser providas de trava com chave permitindo o fechamento autônomo e fechar e travar sem o uso da chave. O destravamento pelo lado do pavimento será apenas por chave diferente de qualquer outra existente no edifício e que deverá estar em poder de pessoa qualificada. Esta chave poderá ser a mesma que abre as portas de pavimento.",Eliseu,,Portas de Acesso e Janelas,ok,"acesso sem circuitos de proteção, norma",08/07/2026,FALSE
3540," A norma atual, NM207, proíbe que a caixa de corrida tenha aberturas para o lado externo, exceto aquelas previstas para o funcionamento dos elevadores e para a segurança. Deve-se fazer o fechamento total.",Eliseu,,Portas de Acesso e Janelas,ok,"aberturas para o lado externo, norma",08/07/2026,FALSE
3541,"Vista inferior da sobre-laje, observando-se a passagem dos cabos e polia de desvio. A abertura excessiva possibilita a queda de objetos através dos furos criando condições para a ocorrência de acidentes.",Eliseu,,Portas de Acesso e Janelas,ok,abertura da passagem de cabos,08/07/2026,FALSE
3542,"Falta fazer a pintura de faixa demarcadora de segurança pelos dois lados (subida e descida) conforme determina a norma: A faixa demarcadora de segurança deve ter 20 cm de largura em amarelo brilhante, na caixa de corrida, a 1,5m antes da chegada do contrapeso, pelos dois lados (subida e descida).",Eliseu,,Sinalizações e Identificação,ok,"falta pintura da faixa, norma",08/07/2026,FALSE
3543,"Falta fazer a pintura de faixa demarcadora de segurança pelos dois lados (subida e descida) conforme determina a norma: A faixa demarcadora de segurança deve ter 20 cm de largura em amarelo brilhante, na caixa de corrida, a 1,5m antes da chegada do contrapeso, pelos dois lados (subida e descida).",Eliseu,,Sinalizações e Identificação,ok,faixa amarela do contrapeso,08/07/2026,FALSE
3544,"Existem instalações elétricas estranhas ao elevador na caixa de corrida.
NM 207 5.8 Proibição de instalar na caixa material estranho ao serviço do elevador  A caixa deve ser usada exclusivamente com os propósitos do elevador. Ela não deve conter cabos ou dispositivos, etc que não sejam do elevador. Contudo, a caixa pode conter equipamento de aquecimento da caixa, excluindo aquecimento de vapor e aquecimento de água de alta pressão. Entretanto, quaisquer dispositivos de controle e ajuste devem estar localizados fora da caixa.",Eliseu,,Sinalizações e Identificação,ok,"uso exclusivo, norma",08/07/2026,FALSE
3545,"A Norma NM207 recomenda: NM207 5.9 Iluminação da caixa – A caixa deve ser provida com iluminação elétrica de instalação permanente, proporcionando iluminação mínima de 20 lx durante reparos e manutenção, mesmo quando todas as portas estão fechadas. Esta iluminação deve compreender uma lâmpada a 0,5 m em cada um dos pontos mais alto e mais baixo da caixa e lâmpadas intermediárias com distância entre elas não superior à 7 m. Se for feito uso da exceção prevista no caso particular de 5.2.1, esta iluminação pode não ser necessária, se a iluminação elétrica existente nas vizinhanças da caixa for suficiente.",Eliseu,,Sinalizações e Identificação,ok,"explicação de como deve ser, norma",08/07/2026,FALSE
3546,"Falta a pintura da faixa demarcadora de segurança do contrapeso, com 20 cm de largura em amarelo brilhante, na caixa de corrida, a 1,5m da chegada do contrapeso, pelos dois lados (subida e descida).",Eliseu,,Sinalizações e Identificação,ok,"falta pintura da faixa, norma",08/07/2026,FALSE
3599,"A fechadura da porta de acesso à casa de máquinas não atende a norma, pois não é possível a abertura da porta por dentro do recinto sem o uso de chave.
NM207 6.1.2 [...] Quando fechadas, a abertura da porta por dentro do recinto (casa de máquinas) deve ser possível sem o uso da chave.",Rômulo,,Porta de Acesso,ok,"abertura por dentro sem a chave, norma",08/07/2026,FALSE
