ID,Conteúdo,Autor,Categoria,Subcategoria,Status,Tags,Última Sincronização,Excluir?
3743,Conjunto do freio está desregulado ocorrendo pancadas violentas na frenagem que sujeitam os componentes a danos (folga excessiva entre o disco e a pastilha). Necessita regulagem.,Eliseu,,Freio da Máquina,ok,"freio desregulado, pancadas",08/07/2026,FALSE
3744,A bobina de acionamento do freio da máquina de tração do elevador apresenta ruídos próprios de travamento de componentes mecânicos. Necessita revisão dos mecanismos através de procedimentos de manutenção.,Eliseu,,Freio da Máquina,ok,"ruídos na bobina de acionamento devido a travamento de componente mecânico, revisão",08/07/2026,FALSE
3745,"Falta a alavanca de acionamento do freio para salvamento de passageiros em situações de emergência. Este dispositivo de segurança é obrigatório e visa propiciar condições de salvamento de passageiros presos no interior da cabina, entre pavimentos, particularmente em situações de falta de energia.",Eliseu,,Freio da Máquina,ok,falta alavanca de acionamento,08/07/2026,FALSE
3746,"Falta a tampa da caixa de terminais da bobina do freio. Contraria a norma ABNT NBR 7192:
NBR 7192 4.3.2 Proteção de equipamentos sob tensão: Todas as partes sob tensão do sistema elétrico, na caixa do elevador, nas paradas, dentro ou em cima da cabinas, devem ser protegidas contra contato acidental.
A supressão de componentes dos elevadores tendem a sucatear o equipamento prematuramente. Necessita regularização.",Eliseu,,Freio da Máquina,ok,falta tampa dos terminais,08/07/2026,FALSE
3747,"Uma das balacas do freio está danificada e as travas de segurança ora estão faltando, ora estão sendo substituídas, de forma improvisada, por amarras de arames.
A prática de remendar de forma improvisada componentes ligados à segurança dos elevadores é fortemente condenável e tende a sucatear o equipamento. Os componentes de segurança dos elevadores devem ser mantidos permanentemente em perfeitas condições de funcionamento.",Eliseu,,Freio da Máquina,ok,"balacas, travas, danificadas",08/07/2026,FALSE
3748,"Uma das lonas do freio está desgastada, comprometendo as boas condições de frenagem do conjunto. Recomenda-se procedimentos de manutenção envolvendo a substituição das lonas desgastadas.",Eliseu,,Freio da Máquina,ok,lonas desgastadas,08/07/2026,FALSE
3752,"Na caixa de ligações, o isolamento das fiações dos terminais do motor de tração está rompido, expondo as partes vivas da fiação, e sujeitando a curto circuitos.",Eliseu,,Instalações Elétricas,ok,terminais expostos,08/07/2026,FALSE
3753,"Métodos para Controle de Vibrações.
Alteração das frequências (natural ou excitação) do sistema, de forma a se evitar condições de ressonância sob excitações externas.
Introdução de amortecimento ou mecanismos de dissipação de energia, de forma a prevenir respostas excessivas do sistema, mesmo sob ressonância.
Adição de massas neutralizadoras ou absorvedores de vibração, de forma a se reduzir a resposta do sistema.
Uso de isoladores de vibrações, de forma a se reduzir a transmissão das forças de excitação de uma parta da estrutura a outra.",Romulo,,Ligação Elétrica,ok,Controle de Vibrações,08/07/2026,FALSE
3754,"Os contatos de segurança da máquina de tração, para sobrecarga e afrouxamento das cintas de tração foram inspecionados e testados. Não constatamos irregularidades.",Eliseu,,Ligação Elétrica,ok,"máquina mrls atlas schindler, testada OK",08/07/2026,FALSE
3755,"O motor das máquinas de tração não dispõe de circuito de proteção térmica (bulbo térmico).
O motor deve possuir internamente bulbo térmico com a finalidade da detecção térmica da sobreaquecimento.
A falta de proteção térmica sujeita o motor a queima por sobreaquecimento gradual não detectável pelos dispositivos de proteção contra sobrecorrente instalados no quadro de comando.
O sobreaquecimento gradual ocorre em situações como: a partida de motores com as sapatas do freio eletromecânico não totalmente abertas, ou em enforcamento de corrediças da cabina ou do contrapeso.",Rômulo,,Ligação Elétrica,ok,Motor sem bulbo térmico,08/07/2026,FALSE
3756,"Caixa de ligações do motor aberta para inspeção, mostrando os terminais. Não constatamos irregularidades.",Eliseu,,Ligação Elétrica,ok,OK,08/07/2026,FALSE
3757,"Falta o aterramento da calha condutora das fiações de alimentação do motor de tração.
NM207 13.5.5 Aterramento: Todas as partes metálicas do elevador não submetidas a tensão, tanto colocadas na casa de máquinas como na caixa, devem estar aterradas.",Eliseu,,Ligação Elétrica,ok,"calha condutora, aterramento",08/07/2026,FALSE
3758,"Vista da caixa de ligações do motor de tração aberta para inspeção dos terminais. O cabo de aterramento foi constatado com a ligação no terminal frouxa, sujeitando a falhas elétricas e acidentes.
NM207 13.5.5 Aterramento: Todas as partes metálicas do elevador não submetidas a tensão, tanto colocadas na casa de máquinas como na caixa, devem estar aterradas.",Eliseu,,Ligação Elétrica,ok,fiação de aterramento frouxa,08/07/2026,FALSE
3759,"As fiações elétricas da alimentação dos motores estão expostas.
NM 7192 4.3.2 Os condutores, com exceção dos cabos de comando que ligam a fiação à caixa, devem ser instalados em condutos conforme a NBR 5410.",Eliseu,,Ligação Elétrica,ok,fiações no motor expostas (fora de condutos),08/07/2026,FALSE
3760,"Fotos mostrando ventilação forçada do motor da máquina de tração. A ventilação forçada se faz necessário devido ao sistema ultrapassado e deficiente de acionamento desses elevadores através de tiristores, provocarem um aquecimento muito acentuado nos motores de tração. Essa energia elétrica desprendida sob a forma de calor nos motores de tração, além de danosa para o equipamento, constitui em perdas e despesas inúteis para o condomínio. Os sistemas modernos de acionamento de motores através de inversores de frequência com variação de corrente e voltagem proporcionam uma economia significativa de energia proporcionando ainda condições mais favoráveis de funcionamento com a queda da temperatura e menores correntes de partida. Em edifícios comerciais onde ocorre alto tráfego de passageiros utilizando elevadores de alta velocidade com grande número de partidas e paradas é fortemente recomendável a instalação desses quadros de comando. O detalhe abaixo mostra o tacogerador. O óleo proveniente de vazamentos na máquina de tração ao atingir as correias do tacogerador provoca deslizamentos que causam falhas de sinalização e consequentemente, falhas de funcionamento nos elevadores.",Eliseu,,Ligação Elétrica,ok,"sistema de tiristores obsoleto, superaquecimento, vantagens do VVVF",08/07/2026,FALSE
3761,"Falta ligar o circuito de proteção térmica dos motores da máquina de tração (bulbo térmico). O circuito dos bulbos térmicos foi encontrado fechado direto (eliminado). O motor possui internamente bulbo térmico com a finalidade da detecção térmica da sobrecorrente. A falta de proteção térmica sujeita o motor a queima por sobreaquecimento gradual não detectável pelos dispositivos de proteção contra sobrecorrente instalados no quadro de comando. O sobreaquecimento gradual ocorre em situações como: a partida de motores com as sapatas do freio eletromecânico não totalmente abertas, ou em enforcamento de corrediças da cabina ou do contrapeso. A supressão de dispositivos de segurança dos elevadores é fortemente condenável. Os componentes de segurança dos elevadores devem ser mantidos permanentemente em perfeitas condições de funcionamento. Necessita procedimentos de regularização.",Eliseu,,Ligação Elétrica,ok,"bulbo térmico jumpeado, superaquecimento podendo causar queima do motor",08/07/2026,FALSE
3762,"Vista da caixa de ligações do motor de tração aberta para inspeção dos terminais. Foi constatado que uma das fases está com a fixação frouxa no terminal, provocando mau contato e tensão desigual entre as fases, sujeitando a queima do enrolamento do motor. Recomenda-se procedimentos de manutenção envolvendo a fixação adequada dos terminais.",Eliseu,,Ligação Elétrica,ok,ligação frouxa no terminal na caixa de ligações podendo causar queima do motor,08/07/2026,FALSE
3763,"Existem parafusos soltos sobre a estrutura da máquina de tração. A prática de deixar objetos abandonados sobre a máquina de tração importa em risco uma vez que tais objetos ficam sujeitos a queda pelas aberturas do piso, provocando acidentes.",Eliseu,,Limpeza,ok,parafusos soltos sobre a máquina de tração,08/07/2026,FALSE
3764,O vidro do visor de óleo da máquina está com acúmulo de sujeira e opaco impossibilitando os procedimentos de inspeção adequados do nível de óleo. Muitas vezes esta sujeira é causada por degradações ou contaminações no óleo. Deve-se proceder à regularização através de procedimentos de manutenção.,Eliseu,,Limpeza,ok,acúmulo de sujeira no visor impedindo a inspeção,08/07/2026,FALSE
3766,"Existe acúmulo de resíduos de construção civil (poeira misturada com pó de cimento) depositada sobre a máquina de tração. Ao se depositarem sobre as partes móveis, estes resíduos incorporam-se aos lubrificantes, tornando-se em abrasivos. Além disso, são arrastados pelo sistema de ventilação dos motores para a parte interna dos mesmos comprometendo sua vida útil. A limpeza deve fazer parte dos procedimentos periódicos de manutenção.",Eliseu,,Limpeza,ok,"poeira arrastada para a parte interna, consequências",08/07/2026,FALSE
3767,"Vista da máquina de tração instalada no topo da caixa de corrida. A máquina foi inspecionada, não constatamos irregularidades, todavia, existe acúmulo de resíduos de construção civil sobre a máquina e equipamentos. A limpeza deve fazer parte dos procedimentos regulares de manutenção uma vez que os resíduos tendem a ser arrastados para as partes internas do equipamento, comprometendo sua vida util.",Eliseu,,Limpeza,ok,"acúmulo de resíduos de construção civil sobre a máquina, MRLS",08/07/2026,FALSE
3768,"As partes internas do motor de tração (bobinas, rotores, coletores etc.) estão tomadas por sujeira e ressecadas. Não constatamos indícios de que as mesmas tenham sido desmontadas para reparos ou recebido tratamentos de ‘rejuvenescimento’.",Eliseu,,Limpeza,ok,"partes internas, sujeira, ressecamento",08/07/2026,FALSE
3769,A boa condição de funcionamento deste motor de tração depende do bom funcionamento da ventilação forçada. As aletas da ventoinha do sistema de ventilação forçada do motor de tração estão semi obstruídas por sujeira. Sujeita o motor de tração a danos por sobreaquecimento e o elevador a paralisações por desarme das proteções térmicas contra sobreaquecimento (relé ou bulbo térmico).,Eliseu,,Limpeza,ok,"ventilação obstruída por sujeira, sobreaquecimento",08/07/2026,FALSE
3770,"O Conjunto motor/máquina de tração apresenta vibração acentuada, proveniente de desbalanceamento / desalinhamento do conjunto. Tal irregularidade tende a danificar os mancais da máquina e do motor de tração, além de danificar os retentores provocando vazamento de óleo. Deve-se se proceder à regularização.",Eliseu,,Mancais e Rolamentos,ok,"vibração, desalinhamento",08/07/2026,FALSE
3771,As borrachas de acoplamento estão danificadas e com folgas provocando solavancos nas partidas e paradas da máquina de tração. Recomenda-se sua substituição.,Eliseu,,Mancais e Rolamentos,ok,borrachas danificadas,08/07/2026,FALSE
3772,As borrachas do acoplamento do motor à máquina de tração danificaram-se devido às vibrações provenientes de desalinhamento/desbalanceamento do conjunto. Estes danos poderiam ter sido evitados através de procedimentos de regularização durante as manutenções preventivas do equipamento. O elevador não deve ser mantido em funcionamento nessas condições.,Eliseu,,Mancais e Rolamentos,ok,borrachas de acoplamento danificadas,08/07/2026,FALSE
3773,Foi constatado que uma das fiações de ligação da bobina do freio está frouxa no terminal sujeitando a falha de funcionamento nas operações de abertura do freio. Recomenda-se procedimentos de manutenção envolvendo a fixação adequada dos terminais.,Eliseu,,Mancais e Rolamentos,ok,"terminais, fiação frouxa",08/07/2026,FALSE
3774,"A máquina de tração do elevador apresenta ruídos proveniente de folga das borrachas de acoplamento e ruídos acentuados provenientes dos rolamentos. A máquina não se apresenta em condição de funcionamento, recomendamos a paralisação do elevador para reparos.",Eliseu,,Mancais e Rolamentos,ok,"ruidos acentuados, recomendação de paralização",08/07/2026,FALSE
3798,"Os cabos de tração estão degradados por oxidações, a lubrificação original foi totalmente consumida sem que tenha sido reposta através de procedimentos de manutenção. Nas entre-pernas dos cabos observa-se o avançado estágio da oxidação interna. Manter o elevador em funcionamento nestas condições compromete a segurança. Recomenda-se a substituição dos cabos.",Eliseu,,Polia e Cabos de Tração,ok,"cabos totalmente consumidos por oxidações, substituição imediata do conjunto",08/07/2026,FALSE
3799,"Existem aberturas excessivas na passagem dos cabos pelo piso. Contraria a Norma.
NM207 6.4.4 As dimensões de aberturas no piso da casa de máquinas devem ser as menores possíveis, a fim de evitar a queda de objetos através das mesmas. Para evitar que objetos situados sobre a caixa caiam pelas aberturas, incluindo aquelas para os cabos elétricos, devem ser feitos ressaltos no mínimo 50 mm acima da laje ou piso acabado.",Eliseu,,Polia e Cabos de Tração,ok,"abertura excessiva, norma",08/07/2026,FALSE
3800,"Existem quebras de arames, ainda em número insignificante, ao longo da extensão dos cabos de tração, sem qualquer comprometimento da segurança. Deve-se fazer acompanhamento periódico, verificando a evolução das quebras, quando das manutenções.",Eliseu,,Polia e Cabos de Tração,ok,"quebras de arame ainda em número insignificante, acompanhamento",08/07/2026,FALSE
3801,"Falta dispositivo separador dos cabos de tração na suspensão do contrapeso. O separador de cabos tem a função de evitar torções e atenuar vibrações, evitando a repercussão de ruídos na cabina, melhorando as condições de conforto dos passageiros.",Eliseu,,Polia e Cabos de Tração,ok,"falta separador de cabos, explicação, vibração",08/07/2026,FALSE
3802,"O detalhe ao lado mostra o acúmulo de quebras em torno de um nódulo.  Os nódulos são defeitos típicos de fabricação, onde a alma de cânhamo sobressai e avoluma-se por entre as pernas dos cabos. Observe as cerdas da alma de cânhamo sobressaindo-se entre as pernas do cabo. Em alguns trechos as quebras distribuem-se em praticamente todo o contorno do cabo.  Recomenda-se a substituição do conjunto de cabos.",Eliseu,,Polia e Cabos de Tração,ok,"cabos com arames quebrados ao entorno de nódulos, descarte e substituição",08/07/2026,FALSE
3803,"Os cabos de tração apresentam trechos com acúmulo de sujeira incorporada a excesso de lubrificante que comprometem a capacidade de tracionamento do elevador. São necessários procedimentos de limpeza, relubrificação e regulagem do tensionamento dos cabos. O acúmulo de sujeira nos cabos de tração impedem procedimentos adequados de inspeção e diagnóstico, comprometendo a condição de uso seguro do elevador. Deve-se fazer acompanhamento periódico quando dos procedimentos de manutenção.",Eliseu,,Polia e Cabos de Tração,ok,excesso de sujeira e lubrificante impedindo a inspeção adequada. Limpeza e reinspeção,08/07/2026,FALSE
3804,"Os cabos de tração do elevador apresentam grande número de quebras de arames. Em alguns trechos todos os arames da camada externa da perna estão rompidos. A polia de tração apresenta-se desgastada com os cabos já se assentando no fundo dos canais de tração. Tal situação compromete as condições de uso seguro do elevador, sendo recomendável a substituição completa do conjunto.",Eliseu,,Polia e Cabos de Tração,ok,"arames quebrados, polia desgastada, substituição",08/07/2026,FALSE
3805,"Os cabos de tração e as polias dos elevadores foram inspecionados quanto à sua integridade. Não constatamos irregularidades que comprometam sua condição de funcionamento seguro. Todavia, os cabos de tração estão impregnados com acúmulo excessivo de sujeira agregada a lubrificação que impedem procedimentos adequados de inspeção e diagnóstico preciso das suas reais condições de uso. Recomenda-se procedimentos de manutenção envolvendo a limpeza dos cabos, seguida de reinspeção.",Eliseu,,Polia e Cabos de Tração,ok,"excesso de sujeira nos cabos, limpeza e reinspeção",08/07/2026,FALSE
3775,"Desbalanceamento estático do rotor: pode ser constatado através de ensaio estático. Um distúrbio da posição de equilíbrio faz com que o ponto pesado fique sempre para baixo do eixo.
Desbalanceamento dinâmico do rotor: Mesmo que o sistema esteja balanceado estaticamente, ele pode não estar balanceado dinamicamente devido ao momento resultante. O desbalanceamento dinâmico existe quando as massas desbalanceadores aparecem em mais do que um plano. Deve-se constatar este tipo de desbalanceamento através de ensaios dinâmicos.
Rotores longos podem ser considerados como uma série de discos finos, cada qual contendo o seu próprio desbalanceamento. Entretanto, apenas dois planos de balanceamento são suficientes para tornar o rotor balanceado novamento, uma vez qua a correção consiste em se eliminar a força e o momento resultantes.
Detalhamento: As máquinas de balanceamento dinâmico consistem de mancais de suporte apoiados sobre molas. Conhecendo-se a amplitude em cada um dos mancais e sua fase relativa, é possível determinar o desbalanceamento presente no sistema. A correção portanto, seria de translação e rotação do sistema, podendo ser considerado como um problema de 2 graus de liberdade.",Romulo,,Mancais e Rolamentos,ok,Desbalanceamento de rotores,08/07/2026,FALSE
3776,"Motor pesado é montado em um eixo flexível suportado por mancais. Eixos rotativos apresentam a tendência de se curvarem quando atingem determinadas velocidades e girarem de uma maneira complexa. Whirling é definido como a rotação do plano formado pelo eixo curvado e a linha de centro dos mancais. É um fenômeno que ocorre quando o centro de massa do rotor apoiado em um eixo rotativo não está alinhado com o eixo do mancal. O movimento do eixo e a excentricidade do rotor causam forças de inércia desbalanceadoras, puxando o eixo para fora do seu centro e tornando-o curvado.
Causas do Whirling: Desequilíbrio de massa, atrito fluido nos mancais, amortecimento histerético no eixo, rigidez do eixo, efeitos giroscépicos. O whirling pode ocorrer na mesma direção ou oposta da rotação do eixo. Sua velocidade pode ou não ser igual a velocidade de rotação.",Romulo,,Mancais e Rolamentos,ok,Desbalanceamento de rotores: Whirling,08/07/2026,FALSE
3777,"Quando testado sob carga nominal, o elevador apresentou ruídos excessivos quando em subida.
 
A irregularidade foi sanada pelo técnico da empresa responsável pela instalação através de ajustes nos parâmetros de potência do motor.",Rômulo,,Mancais e Rolamentos,ok,funcionamento ruidoso no teste de carga,08/07/2026,FALSE
3778," A transmissão de potência entre o motor e o conjunto redutor dessa máquina é feita através de acoplamento com quatro pinos metálicos, cada um revestido por uma borracha de acoplamento.
As borrachas de acoplamento da transmissão foram constatadas gastas, sujeitando o conjunto a vibração excessiva e desgaste prematuro.
Deve-se proceder a substituição das borrachas e verificação do alinhamento correto ao final da montagem.",Rômulo,,Mancais e Rolamentos,ok,borracha dos pinos de acoplamento entre motor e redutor desgastadas.,08/07/2026,FALSE
3806,"Os cabos estão com acúmulo excessivo de lubrificante impregnado de sujeira na parte externa. Os cabos devem receber limpeza periódica retirando-se o excesso de lubrificação externa, prejudicial ao tracionamento da polia. A lubrificação superficial dos cabos deve ser mantida nas condições originais, ou seja, uma leve película apenas sensível ao toque. A falta destes procedimentos de manutenção sujeita o conjunto cabos e polia a danos e descarte prematuros.",Eliseu,,Polia e Cabos de Tração,ok,"acúmulo de lubrificante e sujeira, a lubrificação deve ser mantida nas condições originais, película",08/07/2026,FALSE
3807,"As proteções das polias foram construídas de tal forma que não atendem à Norma. As proteções das polias foram construídas em chapa sem aberturas na parte superior, de tal forma que não atendem à Norma uma vez que não possibilitam a inspeção dos cabos nos canais da polia sem que a proteção seja retirada. Além disso os dispositivos destinados a evitar que os cabos saiam das ranhuras se frouxos, não se prestam a essa finalidade uma vez que são construídos com tirantes flexíveis e estão montados desregulados, muito acima dos cabos. 
NM207 9.6.1 As polias motrizes e polias de desvio devem ser providas com dispositivos de acordo com a tabela 3 para evitar: a) danos ao corpo humano; b) que, se frouxos, os cabos saiam de suas ranhuras; c) a introdução de objetos entre os cabos e ranhuras.
9.6.2 As proteções usadas devem ser construídas de modo que as partes girantes sejam visíveis e não atrapalhem as operações de exame e manutenção. Se elas forem perfuradas, devem atender EN 294, tabela 4. A desmontagem somente será necessária nos seguintes casos: a) troca de cabo; b) troca de polia; c) repasse das ranhuras.",Eliseu,,Polia e Cabos de Tração,ok,a proteção de polia usada nao atende a norma,08/07/2026,FALSE
3808,"Vista geral da máquina de tração. É recomendável a instalação de proteção anti-pulo dos cabos de tração nas polias.
NM207 9.6 Proteção de Polias 9.6.1 As polias motrizes e polias de desvio devem ser providas com dispositivos de acordo com a tabela 3 para evitar: a) danos ao corpo humano; b) que, se frouxos, os cabos saiam de suas ranhuras; c) a introdução de objetos entre os cabos e ranhuras.",Eliseu,,Polia e Cabos de Tração,ok,recomenda-se instalação de proteção anti-pulo nas polias,08/07/2026,FALSE
4312,"O limitador de velocidade do elevador encontra-se sem o contato elétrico de acionamento de segurança. Esse componente é fundamental: em caso de excesso de velocidade é ele quem desliga o sistema e inicia a parada da máquina de tração antes que a velocidade corro atinja a velocidade de desarme mecânico do limitador de velocidade. Necessita regularização conforme a norma:                                      
 
NM207 9.8 Limitador de velocidade 9.8.11.1 O limitador de velocidade ou outro dispositivo deve, por meio de um dispositivo elétrico de segurança atendendo 14.1.2, iniciar a parada da máquina antes que a velocidade do carro, subindo ou descendo, atinja a velocidade de desarme do limitador de velocidade. 14.1.2.1.1 Quando da atuação de um dos dispositivos de segurança listados no anexo A, o movimento da máquina deve ser impedido ou ela deve ser parada imediatamente como indicado em 14.1.2.4 Operação dos dispositivos elétricos de segurança Quando estiverem operando para garantir segurança, os dispositivos elétricos de segurança devem impedir a partida da máquina ou iniciar imediatamente a sua parada. A alimentação elétrica do freio deve ser igualmente cortada.
",Romulo,,Limitador de Velocidade,revisar,limitador sem contato elétrico,14/07/2026,FALSE
3779,"Vistas mostrando a máquina de tração do elevador 4130313, da qual o motor de tração foi recentemente desmontadoe montadopara serviçosde reparo.
Conforme ilustrado em detalhe abaixo, a transmissão de potência entre o motor e o conjunto redutor dessa máquina é feita através de quatro pinos metálicos,cada um revestidopor uma borracha de acoplamento.
As borrachas de acoplamento da transmissão foram constatadas despedaçadas e espalhadas sobre a máquina e no chão.
A ocorrência deste tipo de desgaste é característica de falha de montagem por desalinhamento entre o motor e o conjunto redutor da máquina.
O desalinhamento no acoplamento da máquina sujeita a funcionamento irregular, causando vibrações, desgasteexcessivoe funcionamentoruidoso.
Deve-se proceder à regularização envolvendo a troca das borrachas e realinhamento do conjunto e reinspeção da máquina.",Rômulo,,Mancais e Rolamentos,ok,"falha de montagem, desalinhamento entre eixo do motor e do redutor",08/07/2026,FALSE
3780,"Falta graxa nas graxeiras dos mancais do motor de tração. As graxeiras tem a função de reservatório e devem ser mantidas completas com graxa. Tal procedimento se faz necessário para que a graxa possa fluir para a parte interna dos mecanismos, garantindo sua boa condição de lubrificação.",Eliseu,,Mancais e Rolamentos,ok,falta lubrificação,08/07/2026,FALSE
3781,"Falta óleo lubrificante no mancal do motor de tração. A falta de lubrificação adequada sujeita os mancais, retentores e rolamentos a danos, ruídos e vibrações. Recomenda-se procedimentos de manutenção envolvendo a regularização do nível do óleo.
 ",Eliseu,,Mancais e Rolamentos,ok,"falta óleono mancal do motor de tração, consequências, regularização",08/07/2026,FALSE
3782,"O (conjunto motor/volante/acoplamento/redutor) apresenta vibrações acentuadas que tendem a danificar rolamentos, buchas, mancais e acoplamentos. Recomenda-se procedimentos de manutenção envolvendo o alinhamento e balanceamento.",Eliseu,,Motor Elétrico,ok,"vibrações no motor, consequencias, balanceamento",08/07/2026,FALSE
3783,Os coletores estão ovalizados e com desgastes provocando um funcionamento irregular e ruidoso das escovas. Recomenda-se procedimentos de manutenção envolvendo a retificação e isolamento entre os coletores.,Eliseu,,Motor Elétrico,ok,"coletores, desgaste",08/07/2026,FALSE
3784,Algumas bobinas do motor estão com indícios de superaquecimento. Os isolamentos estão carbonizados sujeitando a curto circuitos entre as espiras. Necessita procedimentos de revitalização com aplicação de resina isolante.,Eliseu,,Motor Elétrico,ok,isolamento carbonizados,08/07/2026,FALSE
3785,"As escovas do motor da máquina de tração estão desgastadas, com comprometimento das boas condições de funcionamento. Manter o equipamento funcionando com escovas desgastadas sujeita o equipamento a falhas e os coletores a danos. Devem-se fazer as substituições das escovas.",Eliseu,,Motor Elétrico,ok,"escovas do motor desgastadas, substituição das escovas",08/07/2026,FALSE
3786,"Vista mostrando o coletor e as escovas do motor da máquina de tração. Os coletores e escovas foram inspecionados, os motores e moto geradores apresentam-se em boa condição de funcionamento, não constatamos irregularidades.",Eliseu,,Motor Elétrico,ok,"o motor foi inspecionado, nao constatamos irregularidades",08/07/2026,FALSE
3787,"No motor da máquina de tração do elevador, foi constatado existência de ruído mecânico anormal no motor durante movimentação do elevador, provavelmente devido a deficiência de lubrificação nos mancais.
Tal irregularidade sujeita o motor a desgaste prematuro.
Necessita regularização.",Rômulo,,Motor Elétrico,ok,,08/07/2026,FALSE
3788,"A polia de tração do elevador se encontra em estágio avançado de desgaste, com os cabos já se aproximando de apoiar no fundo do canal. Caso algum dos cabos se apoie no fundo do canal (é possível ver marcas no canal da polia quando isso acontece) é necessário a substituição do conjunto. Recomenda-se o acompanhamento.",Rômulo,,Polia de Tração,ok,polia de tração desgastada mas cabos ainda Ok.,08/07/2026,FALSE
3789,Faltam as molas da suspensão. As molas são importantes para a equalização do tensionamento entre os cabos de tração e para o conforto dos passageiros nas frenagens.,Eliseu,,Polia e Cabos de Tração,ok,"faltam as molas, equalização, conforto",08/07/2026,FALSE
3790,"Foram suprimidas as molas das suspensões da cabina e do contrapeso. As molas têm a função de equalizar o tensionamento entre os cabos de tração. Recomenda-se a regularização.  A norma NM207 determina:  9.4 Distribuição da carga entre os cabos 9.4.1 Deve ser provido um dispositivo automático para equalizar a tensão dos cabos de tração, pelo menos em uma de suas extremidades. 9.4.2 Se forem usadas molas para a equalização da tensão, elas devem trabalhar a compressão. 9.4.3 Os dispositivos para ajuste do comprimento de cabos devem ser feitos de modo que tais dispositivos não possam trabalhar frouxos depois do ajuste.",Eliseu,,Polia e Cabos de Tração,ok,"faltam as molas, equalização, conforto, norma",08/07/2026,FALSE
3791,"A braçadeira de um dos cabos de aço de tração do elevador está fixado do lado errado.
Tal irregularidade reduz a força de fixação e pode levar ao escorregamento, comprometendo a segurança do equipamento.
Necessita regularização.
NM7192 A-5.3.4 Quarta fase Colocar as braçadeiras para cabos (as porcas devem ficar no lado da ponta do cabo não cortado).",Pablo,,Polia e Cabos de Tração,ok,"Presilha, fixada errada, cabo",08/07/2026,FALSE
3792,Um dos cabos de tração apresenta estrangulamento de seção que compromete sua condição de uso. Recomenda-se a substituição dos cabos de tração.,Eliseu,,Polia e Cabos de Tração,ok,"estragulamento de seção, substituição dos cabos",08/07/2026,FALSE
3793,"Falta trava de segurança em um dos tirantes dos cabos de tração. Tal irregularidade sujeita o cabo de tração a escape em caso de torção, provocando graves acidentes. Necessita regularização.",Eliseu,,Polia e Cabos de Tração,ok,falta trava de segurança,08/07/2026,FALSE
3794,"Faltam as marcas indicativas das posições de nivelamento do carro.
NM207 12.5.1.2 Deve ser possível verificar facilmente a partir da casa de máquinas se o carro está dentro da zona de destravamento. Esta verificação pode ser feita, por exemplo, colocando marcas nos cabos de tração ou no cabo do limitador de velocidade.",Eliseu,,Polia e Cabos de Tração,ok,"falta marca indicativa, norma",08/07/2026,FALSE
3795,"Os arames dos cabos de tração do elevador apresentam-se sem danos estruturais, todavia existem pontos de oxidação indicando o esgotamento da lubrificação interna. Recomenda-se a limpeza a relubrificação dos cabos, conforme orientações do fabricante de cabos, de forma a evitar o comprometimento prematuro da sua vida útil.",Eliseu,,Polia e Cabos de Tração,ok,pontos de oxidação indicando o esgotamento da lubrificação interna; limpeza e relubrificação,08/07/2026,FALSE
3796,"Os grampos de fixação dos cabos de tração foram montados invertidos, comprometendo a capacidade de carga dos cabos. É necessário que se faça o reposicionamento dos grampos nos cabos de tração. A parte curva do grampo deve comprimir a ponta no lado da extremidade do cabo.",Eliseu,,Polia e Cabos de Tração,ok,grampos de fixação montados invertidos,08/07/2026,FALSE
3797, Os cabos de tração apresentam-se impregnados com excesso de lubrificante comprometendo a capacidade de tracionamento da polia e causando gotejamento e sujidades sobre os componentes dos elevadores ao longo da caixa de corrida.,Eliseu,,Polia e Cabos de Tração,ok,excesso de lubrificante dos cabos de tração gotejando sobre os componentes na caixa de corrida,08/07/2026,FALSE
3809,"Falta graxa na tampa porta graxa das graxeiras dos mancais. A tampa tem a função de reservatório e deve ser mantida completa com graxa. Tal procedimento se faz necessário para que nas manutenções periódicas seja aplicada manualmente uma pressão que permita que a graxa possa fluir para a parte interna dos mecanismos, expulsando a graxa velha e garantindo sua boa condição de lubrificação.",Eliseu,,Polia e Cabos de Tração,ok,falta graxa na tampa porta graxa da graxeira do mancal,08/07/2026,FALSE
3810,"Falta óleo lubrificante no mancal da polia de tração. A falta de lubrificação adequada sujeita os mancais, retentores e rolamentos a danos. Deve-se proceder à regularização do nível do óleo.",Eliseu,,Polia e Cabos de Tração,ok,falta óleo lubrificante nos mancais,08/07/2026,FALSE
3811,Os cabos de tração apresentam-se com acúmulo de sujeira incorporada ao lubrificante. A sujeira em excesso depositada sobre os cabos compromete a capacidade de tracionamento da polia comprometendo a vida do conjunto. Procedimentos rotineiros de manutenção envolvendo limpeza do excesso de óleo e regulagem de tensionamento dos cabos serão suficientes para a regularização dos deslizamentos.,Eliseu,,Polia e Cabos de Tração,ok,deslizamento devido a excesso de lubrificante e sujeira,08/07/2026,FALSE
3812,"Vista geral da polia de tração. A polia apresenta-se com sua vida útil consumida devido a desgaste pelo uso contínuo e natural do equipamento. Observa-se pelos perfis dos canais o aprofundamento dos cabos de tração, indicando o esgotamento da sua capacidade de tracionamento. Recomenda-se a substituição do conjunto (cabos de tração e polia).",Eliseu,,Polia e Cabos de Tração,ok,"vida útil consumida pelo uso natural, esgotamento do tracionamento, substituição do conujunto",08/07/2026,FALSE
